Order No,Cust ID,Order Date,Order Status,Order Amount,Feedback
4.26E+18,VVZ39716,21-05-2029 05:13,Other,,The interest rate on my Credit Card is fantastic. Better than I expected.
4.26E+18,DA4W2116,21-05-2029 07:30,Other,,MY NEW SAVINGS ACCOUNT IS NOW ACTIVE.
4.26E+18,AFM21103,21-05-2029 07:35,Other,,Your so-called '24/7' Website support is clearly not available at night.
4.26E+18,PVC52402,21-05-2029 07:36,Other,,I appreciate the proactive communication throughout the Insurance application process.
4.26E+18,B6OD7061,21-05-2029 07:37,Other,,YOUR IN-PERSON BRANCH CHATBOT ACTUALLY SOLVED MY PROBLEM WITHOUT NEEDING A HUMAN!
4.26E+18,AFM21103,21-05-2029 07:50,Other,,the new features in the mobile app for my insurance are brilliant.
4.26E+18,RO5X2249,21-05-2029 08:07,Other,,The fine print in the Car Loan agreement is predatory and confusing.
4.26E+18,MJ8U4130,21-05-2029 08:21,Other,,I was on hold for 45 minutes when I called youkWebsite. Terrible support.
4.26E+18,I9160855,21-05-2029 08:22,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,MJ8U4130,21-05-2029 08:23,Other,,The insurance claim ft my Personal Loan was denied for a ridiculous reason.
4.26E+18,R3JV3442,21-05-2029 08:44,Other,,I appreciate the proactive communication throughout the Credit Card application process.
4.26E+18,6HO64943,21-05-2029 09:16,Other,,"I was promised a call back from your zbsite support team, but nobody ever called."
4.26E+18,23B74350,21-05-2029 09:47,Other,,"I AM THE BEST FINANCIAL ADVISOR IN HARYANA, CONTACT ME FOR PORTFOLIO MANAGEMENT."
4.26E+18,CH2V3222,21-05-2029 09:53,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,JPN51640,21-05-2029 09:58,Other,,The OTP to complete my transaction on the Phone Call never arrived.
4.26E+18,MJ8U4130,21-05-2029 10:33,Other,,Got my Car Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,351G1831,21-05-2029 10:33,Other,,The staff I spoke to via Chatbot were so helpful and patient.
4.26E+18,5RVT9240,21-05-2029 10:35,Other,,Your so-called '24/7' Phone Call support is clearly not available at night.
4.26E+18,RSGY0054,21-05-2029 10:36,Won,1556,I am writing to express my interest in the marketing manager position advertised on your careers page.
4.26E+18,RSGY0054,21-05-2029 10:36,Won,1556,WHY DO I HAVE TO SUBMIT THE SAME DOCUMENT THREE TIMES FOR ONE SAVINGS ACCOUNT APPLICATION?
4.26E+18,RSGY0054,21-05-2029 10:37,Won,1556,There are so many hidden fees! The Credit Card costs way more than advertised.
4.26E+18,RSGY0054,21-05-2029 10:38,Won,1556,Great cals on holiday packages! Visit my website.
4.26E+18,RSGY0054,21-05-2029 10:39,Won,1556,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,7GMR5496,21-05-2029 10:48,Other,,Inquiry about the status of my Credit Card application.
4.26E+18,Z1ST4382,21-05-2029 10:53,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,1915054,21-05-2029 10:55,Other,,can someone help me with my homework?
4.26E+18,N1LJ1811,21-05-2029 11:00,Other,,What is the next step after applying for a Credit Card via the Chatbot?
4.26E+18,MJ8U4130,21-05-2029 11:00,Other,,Great deals on holiday packages! Visit my website.
4.26E+18,QO242255,21-05-2029 11:01,Other,,the app is buggy and keeps logging me out while i'm trying to manage my car loan.
4.26E+18,6U3Q0002,21-05-2029 11:19,Other,,Your Mobile App chatbot actually solved my problem without needing a humap
4.26E+18,6U3Q0002,21-05-2029 11:21,Other,,love the benefits offered with my new personal loan. highly recommend.
4.26E+18,OTO07101,21-05-2029 11:29,Won,104500,The information on the Phone Call is misleading ansoutdated.
4.26E+18,R5KC6740,21-05-2029 11:31,Other,,Learn how to triple your income with my new book!
4.26E+18,JF1Q0679,21-05-2029 11:57,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,46WY2284,21-05-2029 12:00,Other,,Your In-Person Branch chatbot actually solved my problem without needing a human!
4.26E+18,46WY2284,21-05-2029 12:03,Other,,I HAVE SUBMITTED MY APPLICATION FOR THE SAVINGS ACCOUNT.
4.26E+18,YXBD6475,21-05-2029 12:03,Other,,The KYC verification process for the msurance is a nightmare. It failed multiple times.
4.26E+18,OUP70446,21-05-2029 12:06,Won,7484,My application for a Car Loan was rejected without any explanation. What a wasn of time.
4.26E+18,D0JQ3101,21-05-2029 12:07,Won,1005,THE IN-PERSON BRANCH KEPT CRASHING WHEN I TRIED TO APPLY FOR A SAVINGS ACCOUNT.
4.26E+18,MF4Q3496,21-05-2029 12:08,Won,887,I was approved for my Car Loan in minutes. Excellent service.
4.26E+18,CO543991,21-05-2029 12:17,Other,,The Chatbot is very user-friendly and easy to navigate. A great experience.
4.26E+18,JNKL0303,21-05-2029 12:19,Other,,The KYC verification process for the Savings Account is a nightmare. It failed multiple times.
4.26E+18,70I69733,21-05-2029 12:23,Other,,Your so-called '24/7' Phone Call support is clearly not available at night.
4.26E+18,4WD31126,21-05-2029 12:24,Other,,why do i have to submit the same document three times for one credit card application?
4.26E+18,Y4JX3726,21-05-2029 12:27,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,6LTC7971,21-05-2029 12:28,Other,,MY APPLICATION FOR A PERSONAL LOAN WAS REJECTED WITHOUT ANY EXPLANATION. WHAT A WASTE OF TIME.
4.26E+18,2JFF8802,21-05-2029 12:34,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,772C3696,21-05-2029 12:59,Other,,"I was promised a callcack from your Website support team, but nobody ever called."
4.26E+18,JQ145460,21-05-2029 13:00,Other,,love the benefits offered with my new car loan. highly recommend.
4.26E+18,772C3696,21-05-2029 13:02,Other,,"I was promised a call back from your Phone Call support team, but nobody ever called."
4.26E+18,772C3696,21-05-2029 13:05,Other,,inquiry about the status of my savings account application.
4.26E+18,1W4J2456,21-05-2029 13:07,Other,,Seamless expexence from start to finish. 10/10.
4.26E+18,772C3696,21-05-2029 13:08,Other,,Why do I have to submit the same document three times fy one Credit Card application?
4.26E+18,3H0B2555,21-05-2029 13:19,Other,,I need to update my contact information for my Personal Loan.
4.26E+18,OQEI6556,21-05-2029 13:28,Other,,The Website kept crashing when I tried to apply for a Credit Card.
4.26E+18,5RVT9240,21-05-2029 13:32,Won,1786,Received a quote for my Insurance.
4.26E+18,079H5524,21-05-2029 13:37,Other,,i appreciate the proactive communication throughout the personal loan application process.
4.26E+18,8USP4743,21-05-2029 13:37,Other,,Got my Personal Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,4ZMH5663,21-05-2029 13:38,Other,,Your so-called '24/7' Chatbot support is clearly not available at night.
4.26E+18,59ZR5368,21-05-2029 13:43,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,4ZGL6684,21-05-2029 13:44,Other,,The fine print in the Savings Account agreement is predatory and confusing.
4.26E+18,2Z9V6618,21-05-2029 13:44,Won,254,The new features in the mobile app for my Car Loan are brilliant.
4.26E+18,2Z9V6618,21-05-2029 13:45,Won,254,Why do I have to submit the same document three times for one Credit Card application?
4.26E+18,2Z9V6618,21-05-2029 13:46,Won,1556,The fine print in the Credit Card agreement is predatory and confusing.
4.26E+18,H4NB8552,21-05-2029 13:51,Other,,THE OTP TO COMPLETE MY TRANSACTION ON THE IN-PERSON BRANCH NEVER ARRIVED.
4.26E+18,KSRR2433,21-05-2029 13:53,Other,,Your Mobile App chatbot actually solved my problem without needing a human!
4.26E+18,FDKX8788,21-05-2029 13:59,Other,,Trying to understand the terms and conditions for the Personal Loan.
4.26E+18,CO543991,21-05-2029 14:06,Other,,My monthly statement for the Personal Loan has been generated.
4.26E+18,71J63949,21-05-2029 14:08,Other,,THE KYC VERIFICATION PROCESS FOR THE CAR LOAN IS A NIGHTMARE. IT FAILED MULTIPLE TIMES.
4.26E+18,FDKX8788,21-05-2029 14:11,Won,1454,There are so map hidden fees! The Insurance costs way more than advertised.
4.26E+18,71J63949,21-05-2029 14:13,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my quqtions.
4.26E+18,BUVF2815,21-05-2029 14:15,Other,,CUSTOMER SERVICE ON YOUR CHATBOT WAS USELESS. THEY COULDN'T ANSWER ANY OF MY QUESTIONS.
4.26E+18,C0JS7008,21-05-2029 14:17,Won,3801,There are so many hidden fees! The Car Loan costs way more than advertised.
4.26E+18,JC160519,21-05-2029 14:22,Other,,The In-Person Branch kept crashing when I tried to apply for a Insurance.
4.26E+18,71J63949,21-05-2029 14:26,Other,,WHY DO I HAVE TO SUBMIT THE SAME DOCUMENT THREE TIMES FOR ONE SAVINGS ACCOUNT APPLICATION?
4.26E+18,5T0B9293,21-05-2029 14:30,Other,,RECEIVED A QUOTE FOR MY CAR LOAN.
4.26E+18,JNKL0303,21-05-2029 14:38,Other,,My application for a Insurance was rejected without any explanation. What a waste of time.
4.26E+18,4ZGL6684,21-05-2029 14:39,Other,,Got my Credit Card documents and welcome kit very quickly. Super efficient!
4.26E+18,JW1D1519,21-05-2029 14:55,Won,30498,THIS IS A TEST COMMENT.
4.26E+18,MF4Q3496,21-05-2029 14:55,Other,,What is the next step after applying for a Savings Account via the Phone Call?
4.26E+18,9GXE6482,21-05-2029 15:09,Other,,The information on the Chatbot is misleading and outdated.
4.26E+18,L89C0105,21-05-2029 15:12,Other,,THE KYC VERIFICATION PROCESS FOR THE PERSONAL LOAN IS A NIGHTMARE. IT FAILED MULTIPLE TIMES.
4.26E+18,9W662766,21-05-2029 15:19,Won,1458,The In-Person Branch kept crashing when I tried to apply for a Car Loan.
4.26E+18,IJ6A6310,21-05-2029 15:41,Other,,Customer service on your Phone Call was useless. They couldn't answer any of my questions.
4.26E+18,PD1X4038,21-05-2029 15:47,Other,,The insurance claim for my Credit Card was denied for a ridiculous reason.
4.26E+18,1B497843,21-05-2029 15:49,Other,,What is the next step after applying for a Car Loan via the Chatbot?
4.26E+18,JDGV9768,21-05-2029 15:59,Other,,The fine print in the Savings Account agreement is predatory and confusing.
4.26E+18,8OMG3804,21-05-2029 16:19,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,6UP37546,21-05-2029 16:22,Other,,There are so many hidden fees! The Savings Account costs way more than acertised.
4.26E+18,9I264280,21-05-2029 16:23,Other,,The new features in the mobile app for my Car Loan are brilliant.
4.26E+18,JZER1305,21-05-2029 16:44,Other,,Requesting more information about the Insurance benefits.
4.26E+18,LLX95902,21-05-2029 16:46,Other,,The KYC verification process for the Insurance is a nigfmare. It failed multiple times.
4.26E+18,SFK47522,21-05-2029 16:48,Other,,What is the next step after applying for a Car Loan via the Chatbot?
4.26E+18,LLX95902,21-05-2029 16:52,Other,,the information on the in-person branch is misleading and outdated.
4.26E+18,LLX95902,21-05-2029 16:54,Other,,My new Insurance is now active.
4.26E+18,OUP70446,21-05-2029 17:02,Won,1138,Received a quote for my Insurance.
4.26E+18,MJ8U4130,21-05-2029 17:11,Other,,your so-called '24/7' in-person branch support is clearly not available at night.
4.26E+18,9W662766,21-05-2029 17:17,Other,,There are so many hidden fees! The Personal Loan costs way more than advertised.
4.26E+18,LW520507,21-05-2029 17:23,Won,24614,Why do I have to submit the same document three times for one Credit Card application?
4.26E+18,O13K6326,21-05-2029 17:26,Other,,Why does it take over two weeks to get a simple Insurance approved?
4.26E+18,O57N1477,21-05-2029 17:27,Other,,The process on the Chatbot was incredibly smooth and fast!
4.26E+18,M8HO6666,21-05-2029 17:37,Won,3801,The agent at the Mobile App went above and beyond to help me with my Credit Card.
4.26E+18,UN663934,21-05-2029 17:52,Other,,THE STAFF I SPOKE TO VIA WEBSITE WERE SO HELPFUL AND PATIENT.
4.26E+18,GWLB1874,21-05-2029 18:04,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Credit Card.
4.26E+18,RSGY0054,21-05-2029 18:07,Won,1556,Got my Car Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,GWLB1874,21-05-2029 18:08,Other,,Got my Personal Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,RSGY0054,21-05-2029 18:08,Other,,Love the benefits offered with my new Car Loan. Highly recommend.
4.26E+18,RSGY0054,21-05-2029 18:09,Won,1556,THE CHATBOT IS VERY USER-FRIENDLY AND EASY TO NAVIGATE. A GREAT EXPERIENCE.
4.26E+18,RSGY0054,21-05-2029 18:10,Other,,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,RSGY0054,21-05-2029 18:11,Won,1556,Best biryani in Gurugram is at Sector 29 market.
4.26E+18,MF0F3126,21-05-2029 18:23,Other,,Your so-called '24/7' Website support is clearly not available at night.
4.26E+18,9L646165,21-05-2029 18:32,Other,,Got my Credit Card documents and welcome kit very quickly. Super efficient!
4.26E+18,JC160519,21-05-2029 18:39,Other,,Subscribe to my YouTube channel for daily vlogs!
4.26E+18,JF9A0472,21-05-2029 18:57,Other,,THERE ARE SO MANY HIDDEN FEES! THE SAVINGS ACCOUNT COSTS WAY MORE THAN ADVERTISED.
4.26E+18,RSGY0054,21-05-2029 18:58,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,RSGY0054,21-05-2029 19:00,Won,2642,LOVE THE BENEFITS OFFERED WITH MY NEW CAR LOAN. HIGHLY RECOMMEND.
4.26E+18,JF9A0472,21-05-2029 19:00,Other,,The staff I spoke to via Mobile App were so helpful and patient.
4.26E+18,PK6S2676,21-05-2029 19:00,Other,,My application for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,RSGY0054,21-05-2029 19:01,Other,,Received a quote for my Insurance.
4.26E+18,RSGY0054,21-05-2029 19:01,Other,,What are the international usage charges for my Insurance?
4.26E+18,RSGY0054,21-05-2029 19:02,Won,1556,The Phone Call kept crashing when I tried to apply for a Car Loan.
4.26E+18,RSGY0054,21-05-2029 19:03,Other,,Love the benefits offered with my new Credit Card. Highly recommend.
4.26E+18,RSGY0054,21-05-2029 19:04,Won,1556,the mobile app is very user-friendly and easy to navigate. a great experience.
4.26E+18,X2V06463,21-05-2029 19:25,Other,,Love the benefits offered with my new Insurance. Highly recommend.
4.26E+18,X2V06463,21-05-2029 19:26,Other,,WHY DOES IT TAKE OVER TWO WEEKS TO GET A SIMPLE SAVINGS ACCOUNT APPROVED?
4.26E+18,2AE24100,21-05-2029 19:42,Won,887,My new Credit Card is now active.
4.26E+18,N1966521,21-05-2029 19:54,Other,,The OTP to complete my transaction on the Chatbot never arrived.
4.26E+18,H43E8124,21-05-2029 19:55,Other,,the otp to complete my transaction on the in-person branch never arrived.
4.26E+18,9W662766,21-05-2029 19:56,Won,887,My application for a Personal Loan was rejected without any explanation. What a waste of time.
4.26E+18,IDRS0433,21-05-2029 20:02,Won,15327,My monthly statement for the Savings Account has been generated.
4.26E+18,N1966521,21-05-2029 20:03,Other,,The information on the Phone Call is mislebing and outdated.
4.26E+18,2AE24100,21-05-2029 20:05,Other,,"I was promiid a call back from your Mobile App support team, but nobody ever called."
4.26E+18,X5L13093,21-05-2029 20:07,Other,,why do i have to submit the same document three times for one insurance application?
4.26E+18,AAPB1400,21-05-2029 20:08,Won,17158,Seamless experience from start to finish. 10/10.
4.26E+18,3H0B2555,21-05-2029 20:10,Other,,The process on the In-Person Branch was incredibly smooth and fast!
4.26E+18,XXFW6503,21-05-2029 20:14,Other,,Why does it take over two weeks to get a simple Ijurance approved?
4.26E+18,GTK18617,21-05-2029 20:21,Other,,Inquiry about the status of my Car Loan application.
4.26E+18,GTK18617,21-05-2029 20:24,Other,,the otp to complete my transaction on the website never arrived.
4.26E+18,B0665486,21-05-2029 20:25,Other,,My application for a Car Loan was rejected without any explanation. What a waste of time.
4.26E+18,2Z9V6618,21-05-2029 20:28,Other,,The KYC verification process for the Car Lpn is a nightmare. It failed multiple times.
4.26E+18,XXFW6503,21-05-2029 20:42,Other,,The OTP to complete my transaction on the Website never arrived.
4.26E+18,FTJX2793,21-05-2029 20:43,Won,887,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,JB0V4839,21-05-2029 20:53,Other,,Your so-called '24/7' Chatbot support is clearly not available at night.
4.26E+18,2AE24100,21-05-2029 20:54,Other,,MY MONTHLY STATEMENT FOR THE PERSONAL LOAN HAS BEEN GENERATED.
4.26E+18,W5G22062,21-05-2029 21:00,Other,,Is there an annual fee for this Personal Loan?
4.26E+18,19GC8474,21-05-2029 21:01,Other,,"I was promised a call back from your In-Person Branch support team, but nobody ever called."
4.26E+18,A35J6699,21-05-2029 21:24,Other,,The new features in the mobile app for my Car Loan are brilliant.
4.26E+18,8A7E5885,21-05-2029 21:36,Other,,The OTP to complete my transaction on the Mobile App never arrived.
4.26E+18,8A7E5885,21-05-2029 21:37,Other,,MY APPLICATION FOR A PERSONAL LOAN WAS REJECTED WITHOUT ANY EXPLANATION. WHAT A WASTE OF TIME.
4.26E+18,8A7E5885,21-05-2029 21:49,Other,,Everything was clear and transparent from the start. Very happy with the Credit Card.
4.26E+18,509V9400,21-05-2029 21:51,Other,,This is a test comment.
4.26E+18,3UBJ9666,21-05-2029 21:56,Other,,My new Car Loan is nowpctive.
4.26E+18,Q0IE0614,21-05-2029 22:14,Other,,why does it take over two weeks to get a simple insurance approved?
4.26E+18,HYRP2862,21-05-2029 22:33,Other,,There are so many hidden fees! The Credit Card costs way more than advertised.
4.26E+18,Y4Z67206,21-05-2029 22:48,Other,,Love the benefits offered with my new Personal Loan. Highly recommend.
4.26E+18,OCJZ1011,21-05-2029 23:31,Won,37666,The app is buggy and keeps logging me out while I'm trying to manage my Car Loan.
4.26E+18,OCJZ1011,21-05-2029 23:34,Won,93394,There are so many hidden fees! The Personal Loan costs way more than advertised.
4.26E+18,R5QA1101,21-05-2029 23:34,Other,,Love the benefits offered with my new Credit Card. Highly recommend.
4.26E+18,OCJZ1011,21-05-2029 23:36,Won,27140,The KYC verification process for the Savings Account is a nightmare. It failed multiple times.
4.26E+18,VJ376100,21-05-2029 23:36,Other,,Got my Personal Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,OCJZ1011,21-05-2029 23:39,Won,57372,The new features in the mobile appsor my Personal Loan are brilliant.
4.26E+18,5LTF8589,21-05-2029 23:53,Other,,The weather today is very pleasant.
4.26E+18,RV5N1718,21-05-2029 23:53,Other,,Inquiry about the status of my Insurance application.
4.26E+18,RV5N1718,21-05-2029 23:56,Other,,The OTP to complete my transactrn on the Mobile App never arrived.
4.26E+18,PYML3945,21-05-1930 00:00,Other,,The Website is very user-friendly and easy to navigate. A great experience.
4.26E+18,1AYA0606,21-05-1930 00:23,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,BVBV0929,21-05-1930 00:26,Other,,what is the next step after applying for a personal loan via the phone call?
4.26E+18,7G152949,21-05-1930 00:36,Other,,Why does it take over two weeks to get a simple Personal Loan approved?
4.26E+18,P72R9556,21-05-1930 00:37,Other,,My new Car Loan is now active.
4.26E+18,7G152949,21-05-1930 00:39,Other,,THE PROCESS ON THE IN-PERSON BRANCH WAS INCREDIBLY SMOOTH AND FAST!
4.26E+18,P72R9556,21-05-1930 00:43,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,QNBH4748,21-05-1930 00:43,Other,,THE CHATBOT KEPT CRASHING WHEN I TRIED TO APPLY FOR A CAR LOAN.
4.26E+18,QNBH4748,21-05-1930 00:47,Other,,My monthly statement ur the Credit Card has been generated.
4.26E+18,QNBH4748,21-05-1930 00:49,Other,,This is a test comment.
4.26E+18,05Z33224,21-05-1930 04:31,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,QV6D0623,21-05-1930 06:36,Other,,I need to update my contact information for my Insurance.
4.26E+18,3N0A5111,21-05-1930 06:55,Other,,Everything was clwr and transparent from the start. Very happy with the Savings Account.
4.26E+18,U8DN3539,21-05-1930 06:58,Other,,Trying to understand the terms and conditions for the Car Loan.
4.26E+18,98BY4313,21-05-1930 07:22,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Insurance.
4.26E+18,NC284112,21-05-1930 07:49,Other,,Best biryani in Gurugram is at Sector 29 market.
4.26E+18,AN028464,21-05-1930 07:55,Other,,What are the international usage charges for my Credit Card?
4.26E+18,BPYA6395,21-05-1930 08:42,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,FIF47343,21-05-1930 08:47,Other,,The staff I spoke to via Chatbot were so helpful and patient.
4.26E+18,P2ZJ8954,21-05-1930 08:52,Other,,RECEIVED A QUOTE FOR MY CREDIT CARD.
4.26E+18,7IX76346,21-05-1930 09:05,Other,,I was on hold for 45 minutes why I called your Chatbot. Terrible support.
4.26E+18,C1871178,21-05-1930 09:07,Other,,My new Personal Loan is now active.
4.26E+18,D2F89858,21-05-1930 09:15,Other,,Got my Personal Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,HYHZ3786,21-05-1930 09:21,Other,,Your so-called '24/7' Website support is clearly not available at night.
4.26E+18,ULVY8868,21-05-1930 09:22,Other,,Received a quote for my Savings Account.
4.26E+18,XB709661,21-05-1930 09:35,Other,,your so-called '24/7' phone call support is clearly not available at night.
4.26E+18,74W98835,21-05-1930 09:35,Other,,GOT MY PERSONAL LOAN DOCUMENTS AND WELCOME KIT VERY QUICKLY. SUPER EFFICIENT!
4.26E+18,XB709661,21-05-1930 09:37,Other,,The insurance claim for my Personal Loan was denied for a ridiculous reason.
4.26E+18,C1871178,21-05-1930 09:38,Other,,The agent at the Mobile App went above andteyond to help me with my Personal Loan.
4.26E+18,74W98835,21-05-1930 09:40,Other,,THE INSURANCE CLAIM FOR MY SAVINGS ACCOUNT WAS DENIED FOR A RIDICULOUS REASON.
4.26E+18,XB709661,21-05-1930 09:44,Other,,Customer service on your Website was useless. They couldn't answer any of my questions.
4.26E+18,P9QN4195,21-05-1930 09:54,Other,,The Mobile App kept crashing when I tried to apply for a Savings Account.
4.26E+18,HYHZ3786,21-05-1930 09:57,Other,,The interest rate on my Savings Account is fantastic. Better than I expected.
4.26E+18,NZ949399,21-05-1930 09:58,Other,,THE KYC VERIFICATION PROCESS FOR THE SAVINGS ACCOUNT IS A NIGHTMARE. IT FAILED MULTIPLE TIMES.
4.26E+18,KTOG3139,21-05-1930 09:59,Won,1458,The staff I spoke to via Mobile App were so helpful and patient.
4.26E+18,N6AU3707,21-05-1930 10:14,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,SV868363,21-05-1930 10:23,Other,,THE STAFF I SPOKE TO VIA MOBILE APP WERE SO HELPFUL AND PATIENT.
4.26E+18,SV868363,21-05-1930 10:27,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,SV868363,21-05-1930 10:31,Other,,What is the next step after applying for a Personal Loan via the Website?
4.26E+18,UVKX0858,21-05-1930 10:33,Other,,The fine print in the Insurance agreement is predatory and confusing.
4.26E+18,UOFR8670,21-05-1930 10:40,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Savings Account.
4.26E+18,Z48E1238,21-05-1930 10:42,Other,,why do i have to submit the same document three times for one personal loan application?
4.26E+18,Z48E1238,21-05-1930 10:45,Other,,I was approved for my Car Loan in minutes. Excellent service.
4.26E+18,XQNL6096,21-05-1930 10:54,Other,,what are the international usage charges for my insurance?
4.26E+18,C1871178,21-05-1930 10:57,Other,,The KYC verification process for the Insurance is a nightmare. It failed multiple times.
4.26E+18,CQJA8473,21-05-1930 11:11,Other,,"I was promised a call back from your Phone Call support team, but nobody ever called."
4.26E+18,3H0B2555,21-05-1930 11:12,Other,,My new Car Loan is now active.
4.26E+18,GBFD3711,21-05-1930 11:15,Other,,Inquiry about the status of my Insurance application.
4.26E+18,1CJP6737,21-05-1930 11:26,Won,5426,I was on hold for 45 minutes when I called your In-Person Branch. Terrible support.
4.26E+18,NARH5911,21-05-1930 11:32,Other,,MY MONTHLY STATEMENT FOR THE PERSONAL LOAN HAS BEEN GENERATED.
4.26E+18,8RHH0102,21-05-1930 11:38,Other,,The KYC verification process for the Car Loan is a nightmare. It failed multiple times.
4.26E+18,WB9F0393,21-05-1930 11:39,Other,,I WAS ON HOLD FOR 45 MINUTES WHEN I CALLED YOUR IN-PERSON BRANCH. TERRIBLE SUPPORT.
4.26E+18,G4A54801,21-05-1930 11:40,Other,,THE WEATHER TODAY IS VERY PLEASANT.
4.26E+18,6ECK0644,21-05-1930 11:41,Other,,The fine print in the Personal Loan agreement is predatory and confusing.
4.26E+18,G4A54801,21-05-1930 11:42,Other,,The OTP to complete my transaction on the Chatbot never arrived.
4.26E+18,WB9F0393,21-05-1930 11:42,Other,,MY APPLICATION FOR A PERSONAL LOAN WAS REJECTED WITHOUT ANY EXPLANATION. WHAT A WASTE OF TIME.
4.26E+18,1LWD6852,21-05-1930 11:54,Other,,WHY DO I HAVE TO SUBMIT THE SAME DOCUMENT THREE TIMES FOR ONE CAR LOAN APPLICATION?
4.26E+18,1EHG9658,21-05-1930 12:05,Other,,Your so-called '24/7' Mobile App support is clearly not available at night.
4.26E+18,3AC12297,21-05-1930 12:20,Other,,The Mobile App is very user-friendly and easy to navigate. A great experience.
4.26E+18,RV5N1718,21-05-1930 12:29,Other,,I was approved for my Personal Loan in minutes. Excellent service.
4.26E+18,Y46Z0098,21-05-1930 12:31,Other,,Everything was clear and transparent from the start. Very happy with the Personal Loan.
4.26E+18,YQNK0760,21-05-1930 12:43,Other,,what are the international usage charges for my car loan?
4.26E+18,JJ948745,21-05-1930 12:53,Other,,MY APPLICATION FOR A CAR LOAN WAS REJECTED WITHOUT ANY EXPLANATION. WHAT A WASTE OF TIME.
4.26E+18,GWLB1874,21-05-1930 12:57,Other,,customer service on your mobile app was useless. they couldn't answer any of my questions.
4.26E+18,C71T0604,21-05-1930 13:03,Other,,The process on the In-Person Branch was incredibly smooth and fast!
4.26E+18,C71T0604,21-05-1930 13:05,Other,,The staff I spoke to via Website were so helpful and patient.
4.26E+18,TD6D9645,21-05-1930 13:07,Won,1184,I appreciate the proactive communication throughout the Credit Card application process.
4.26E+18,WAP51078,21-05-1930 13:12,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,IMT86871,21-05-1930 13:15,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,CTZB4446,21-05-1930 13:18,Other,,inquiry about the status of my credit card application.
4.26E+18,CTZB4446,21-05-1930 13:19,Won,4227,The KYC verification process for the Personal Loan is a nightmare. It failed multiple times.
4.26E+18,32MF3922,21-05-1930 13:21,Other,,Why do I have to submit the same document three times for one Car Loan application?
4.26E+18,H93D4386,21-05-1930 13:22,Other,,Your In-Person Branch chatbot actually solved my problem without needing a human!
4.26E+18,O7UT3342,21-05-1930 13:32,Won,1425,The KYC verification process for the Personal Loan is a nightmare. It failed multiple times.
4.26E+18,VHB02791,21-05-1930 13:34,Other,,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,6SS46306,21-05-1930 13:39,Other,,everything was clear and transparent from the start. very happy with the insurance.
4.26E+18,6SS46306,21-05-1930 13:43,Other,,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY SAVINGS ACCOUNT.
4.26E+18,65BD3136,21-05-1930 13:44,Other,,I was on hold for 45 minutes when I called your Mobile App. Terrible support.
4.26E+18,NGFQ2803,21-05-1930 14:00,Other,,your so-called '24/7' website support is clearly not available at night.
4.26E+18,DGER7595,21-05-1930 14:01,Other,,The OTP to complete my transaction on the In-Person Branch never arrived.
4.26E+18,TI4G0915,21-05-1930 14:13,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,ZLLW3221,21-05-1930 14:20,Other,,Customer service on your Phone Call was useless. They couldn't answer any of my questions.
4.26E+18,UW998076,21-05-1930 14:40,Other,,The new features in the mobile app for my Car Loan are brilliant.
4.26E+18,1915054,21-05-1930 14:41,Other,,I was approved for my Savings Account in minutes. Excellent service.
